질문ID,원본행,카테고리,도메인(원본),업무라벨,페이지/입력유형,질문유형(원본),중요도,예상질문,의도그룹,상세의도_주,상세의도_부,사용자역할,응답정책,추가질문필요,답변가능성,필수응답요소,검토필요,라벨확신도,라벨메모,비고/기대동작,gold_business_function,gold_intent,gold_scenario,gold_document_ids,gold_section_titles,gold_chunk_ids,gold_source_urls,gold_answerable,gold_requires_clarification,gold_mapping_status,gold_review_required,gold_mapping_note
Q039,16,업무질문,착오송금 반환 신청,착오송금 반환 신청,착오송금반환지원제도란,정의형,상,예금보험공사가 왜 착오송금을 대신 찾아주나요?,INFORMATION,DEFINITION,,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,제도 취지·개요(영상 데이터),mistaken_transfer,definition,{},"[""MT-001""]","[""제도 소개 안내영상""]","[""MT-001_chunk_000""]","[""https://www.kdic.or.kr/sp/kmrs/kmrsItrd/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q040,17,업무질문,착오송금 반환 신청,착오송금 반환 신청,착오송금반환지원절차,절차형,상,착오송금 반환지원은 어떤 절차로 진행되나요?,ACTION,PROCEDURE,,일반/미지정,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,5단계 절차,mistaken_transfer,procedure,{},"[""MT-002""]","[""착오송금반환지원 절차""]","[""MT-002_chunk_000""]","[""https://www.kdic.or.kr/sp/kmrs/kmrsItrdProc/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q041,17,업무질문,착오송금 반환 신청,착오송금 반환 신청,착오송금반환지원절차,절차형,상,신청부터 돈을 돌려받기까지 몇 단계인가요?,ACTION,PROCEDURE,,일반/미지정,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,5단계 절차,mistaken_transfer,procedure,{},"[""MT-002""]","[""착오송금반환지원 절차""]","[""MT-002_chunk_000""]","[""https://www.kdic.or.kr/sp/kmrs/kmrsItrdProc/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q042,18,업무질문,착오송금 반환 신청,착오송금 반환 신청,착오송금반환지원 신청방법,절차형,상,착오송금 반환지원은 어디서 신청하나요?,ACTION,APPLICATION,,일반/미지정,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,인터넷·방문 접수처,mistaken_transfer,application,{},"[""MT-003""]","[""신청방법""]","[""MT-003_chunk_000""]","[""https://www.kdic.or.kr/sp/kmrs/kmrsItrdAplyMthd/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q043,18,업무질문,착오송금 반환 신청,착오송금 반환 신청,착오송금반환지원 신청방법,절차형,상,인터넷 신청과 방문 신청 중 뭐가 더 빠른가요?,ACTION,CONTACT_VISIT,,일반/미지정,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,Y,중,근거 데이터가 없으면 단정 금지,인터넷·방문 접수처,mistaken_transfer,contact_or_visit,"{""channel"":""online""}","[""MT-003""]","[""신청방법""]","[""MT-003_chunk_000""]","[""https://www.kdic.or.kr/sp/kmrs/kmrsItrdAplyMthd/selectScrn.do""]",TRUE,FALSE,single_chunk_document,Y,상위 문서에 청크가 하나뿐임
Q044,19,업무질문,착오송금 반환 신청,착오송금 반환 신청,FAQ 착오송금반환지원신청,"조건형, 예외형, 금액형",상,착오송금 얼마부터 반환지원 신청이 가능한가요?,INFORMATION,AMOUNT_DEADLINE,ELIGIBILITY_CONDITION,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,대상금액·기간·제외사유,mistaken_transfer,amount_or_deadline,{},"[""MT-004""]","[""보이스피싱 피해도 착오송금 반환지원 신청이 가능한가요?"",""금융회사를 통한 반환절차를 거치지 않고 착오송금 즉시 예보에 반환지원 신청이 가능한가요?""]","[""MT-004_chunk_006"",""MT-004_chunk_010""]","[""https://fins.kdic.or.kr/cm/bbs/selectFaqMsdrGvbkAply.do""]",TRUE,FALSE,retrieval_candidate_review,Y,질문·섹션·본문 단어 중첩으로 후보를 선정했으므로 팀 검수 필요
Q045,19,업무질문,착오송금 반환 신청,착오송금 반환 신청,FAQ 착오송금반환지원신청,"조건형, 예외형, 금액형",상,신청 가능한 기간은 언제까지인가요?,INFORMATION,AMOUNT_DEADLINE,,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,대상금액·기간·제외사유,mistaken_transfer,amount_or_deadline,{},"[""MT-004""]","[""착오송금 반환지원 대상 금액은 얼마까지인가요?"",""착오송금 반환지원 신청 접수부터 실제 반환까지 예상되는 소요 기간은 어떻게 되나요?""]","[""MT-004_chunk_000"",""MT-004_chunk_005""]","[""https://fins.kdic.or.kr/cm/bbs/selectFaqMsdrGvbkAply.do""]",TRUE,FALSE,retrieval_candidate_review,Y,질문·섹션·본문 단어 중첩으로 후보를 선정했으므로 팀 검수 필요
Q046,19,업무질문,착오송금 반환 신청,착오송금 반환 신청,FAQ 착오송금반환지원신청,"조건형, 예외형, 금액형",상,반환지원을 받을 수 없는 경우는 어떤 경우인가요?,INFORMATION,ELIGIBILITY_CONDITION,,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,대상금액·기간·제외사유,mistaken_transfer,eligibility,{},"[""MT-004""]","[""착오송금 반환지원 대상 금액은 얼마까지인가요?"",""그 외에도 착오송금 반환지원 대상이 아닌 경우에는 어떤 것이 해당되나요?""]","[""MT-004_chunk_000"",""MT-004_chunk_001""]","[""https://fins.kdic.or.kr/cm/bbs/selectFaqMsdrGvbkAply.do""]",TRUE,FALSE,retrieval_candidate_review,Y,질문·섹션·본문 단어 중첩으로 후보를 선정했으므로 팀 검수 필요
Q047,20,업무질문,착오송금 반환 신청,착오송금 반환 신청,FAQ TOP 10,"정의형, 절차형, 조건형",상,착오송금 반환지원에 대해 가장 많이 묻는 질문이 뭔가요?,INFORMATION,DEFINITION,,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,Y,중,질문 범위가 넓어 대표 FAQ 선택 기준 필요 / 근거 데이터가 없으면 단정 금지,최다조회 질문 묶음 — 유형 혼재,mistaken_transfer,definition,{},"[""MT-005""]","[""1. 착오송금 반환지원 신청 접수부터 실제 반환까지 예상되는 소요 기간은 어떻게 되나요?"",""2. 그 외에도 착오송금 반환지원 대상이 아닌 경우에는 어떤 것이 해당되나요?"",""3. 착오송금 반환지원 대상 금액은 얼마까지인가요?"",""4. 반환지원 적용 대상이 되는 송금·수취기관은 어디인가요?"",""5. 온라인으로만 착오송금 반환지원 신청이 가능한가요?"",""6. 상속인금융거래조회기간은 어떻게 되나요?"",""7. 보이스피싱 피해도 착오송금 반환지원 신청이 가능한가요?"",""8. 착오송금 발생 이후 언제까지 신청을 해야 하나요?"",""9. 금융회사를 통한 반환절차를 거치지 않고 착오송금 즉시 예보에 반환지원 신청이 가능한가요?"",""10. Toss나 카카오페이와 같이 간편송금을 통해 발생한 착오송금도 지원대상이 되나요?""]","[""MT-005_chunk_000"",""MT-005_chunk_001"",""MT-005_chunk_002"",""MT-005_chunk_003"",""MT-005_chunk_004"",""MT-005_chunk_005"",""MT-005_chunk_006"",""MT-005_chunk_007"",""MT-005_chunk_008"",""MT-005_chunk_009""]","[""https://fins.kdic.or.kr/cm/bbs/selectFaqTop10.do""]",TRUE,FALSE,multi_chunk_gold,Y,페이지·섹션 구조를 기준으로 매핑
Q048,20,업무질문,착오송금 반환 신청,착오송금 반환 신청,FAQ TOP 10,"정의형, 절차형, 조건형",상,자주 묻는 착오송금 질문 알려주세요,INFORMATION,DEFINITION,,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,Y,중,질문 범위가 넓어 대표 FAQ 선택 기준 필요 / 근거 데이터가 없으면 단정 금지,최다조회 질문 묶음 — 유형 혼재,mistaken_transfer,definition,{},"[""MT-005""]","[""1. 착오송금 반환지원 신청 접수부터 실제 반환까지 예상되는 소요 기간은 어떻게 되나요?"",""2. 그 외에도 착오송금 반환지원 대상이 아닌 경우에는 어떤 것이 해당되나요?"",""3. 착오송금 반환지원 대상 금액은 얼마까지인가요?"",""4. 반환지원 적용 대상이 되는 송금·수취기관은 어디인가요?"",""5. 온라인으로만 착오송금 반환지원 신청이 가능한가요?"",""6. 상속인금융거래조회기간은 어떻게 되나요?"",""7. 보이스피싱 피해도 착오송금 반환지원 신청이 가능한가요?"",""8. 착오송금 발생 이후 언제까지 신청을 해야 하나요?"",""9. 금융회사를 통한 반환절차를 거치지 않고 착오송금 즉시 예보에 반환지원 신청이 가능한가요?"",""10. Toss나 카카오페이와 같이 간편송금을 통해 발생한 착오송금도 지원대상이 되나요?""]","[""MT-005_chunk_000"",""MT-005_chunk_001"",""MT-005_chunk_002"",""MT-005_chunk_003"",""MT-005_chunk_004"",""MT-005_chunk_005"",""MT-005_chunk_006"",""MT-005_chunk_007"",""MT-005_chunk_008"",""MT-005_chunk_009""]","[""https://fins.kdic.or.kr/cm/bbs/selectFaqTop10.do""]",TRUE,FALSE,multi_chunk_gold,Y,페이지·섹션 구조를 기준으로 매핑
Q049,21,업무질문,착오송금 반환 신청(수취인),착오송금 반환 신청,유의사항,"조건형, 절차형, 예외형",상,"착오송금을 잘못 받은 사람인데, 자진반환 기한이 있나요?",INFORMATION,AMOUNT_DEADLINE,,수취인,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"자진반환기한, 이의제기, 환급절차",mistaken_transfer,amount_or_deadline,"{""user_role"":""recipient""}","[""MT-006""]","[""착오송금 수취인 유의사항""]","[""MT-006_chunk_000""]","[""https://fins.kdic.or.kr/ir/addrse/AddrseAttnMttr/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q050,21,업무질문,착오송금 반환 신청(수취인),착오송금 반환 신청,유의사항,"조건형, 절차형, 예외형",상,반환에 동의하지 않으면 어떻게 되나요?,INFORMATION,ELIGIBILITY_CONDITION,,수취인,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"자진반환기한, 이의제기, 환급절차",mistaken_transfer,eligibility,"{""user_role"":""recipient""}","[""MT-006""]","[""착오송금 수취인 유의사항""]","[""MT-006_chunk_000""]","[""https://fins.kdic.or.kr/ir/addrse/AddrseAttnMttr/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q051,21,업무질문,착오송금 반환 신청(수취인),착오송금 반환 신청,유의사항,"조건형, 절차형, 예외형",상,이체수수료는 돌려받을 수 있나요?,INFORMATION,AMOUNT_DEADLINE,,수취인,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"자진반환기한, 이의제기, 환급절차",mistaken_transfer,amount_or_deadline,"{""user_role"":""recipient""}","[""MT-006""]","[""착오송금 수취인 유의사항""]","[""MT-006_chunk_000""]","[""https://fins.kdic.or.kr/ir/addrse/AddrseAttnMttr/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q052,22,업무질문,착오송금 반환 신청(수취인),착오송금 반환 신청,구비서류안내,서류형,상,착오송금 수취인이 이의를 제기하려면 무슨 서류가 필요한가요?,ACTION,DOCUMENTS,,수취인,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,이의제기서·환급신청서 서식,mistaken_transfer,required_documents,"{""user_role"":""recipient""}","[""MT-007""]","[""착오송금 수취인 구비서류 안내""]","[""MT-007_chunk_000""]","[""https://fins.kdic.or.kr/ir/aplygudn/MsdrAddrsePossDcmntGudn/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q053,22,업무질문,착오송금 반환 신청(수취인),착오송금 반환 신청,구비서류안내,서류형,상,이체수수료 환급 신청서는 어디서 받나요?,ACTION,DOWNLOAD,AMOUNT_DEADLINE,수취인,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,이의제기서·환급신청서 서식,mistaken_transfer,form_download,"{""user_role"":""recipient""}","[""MT-007""]","[""착오송금 수취인 구비서류 안내""]","[""MT-007_chunk_000""]","[""https://fins.kdic.or.kr/ir/aplygudn/MsdrAddrsePossDcmntGudn/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q054,23,업무질문,착오송금 반환 신청(송금인),착오송금 반환 신청,구비서류안내,서류형,상,착오송금 반환지원 신청할 때 법인은 어떤 서류가 필요한가요?,ACTION,DOCUMENTS,,송금인,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,신청인 유형별(본인·대리인·법인),mistaken_transfer,required_documents,"{""user_role"":""sender""}","[""MT-008""]","[""대리인 > 추가 서류 > 법인을 대리하는 경우""]","[""MT-008_chunk_002""]","[""https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q055,23,업무질문,착오송금 반환 신청(송금인),착오송금 반환 신청,구비서류안내,서류형,상,대리인이 신청할 때 구비서류가 다른가요?,INFORMATION,COMPARISON,DOCUMENTS,송금인,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,신청인 유형별(본인·대리인·법인),mistaken_transfer,comparison,"{""user_role"":""sender""}","[""MT-008""]","[""대리인 > 공통 서류""]","[""MT-008_chunk_001""]","[""https://fins.kdic.or.kr/ir/aplygudn/MsdrprPossDcmntGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q056,24,업무질문,착오송금 반환 신청,착오송금 반환 신청,반환지원절차(스토리텔링),절차형,중,착오송금 반환지원 절차를 쉽게 설명해주세요,ACTION,PROCEDURE,,일반/미지정,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,"절차 페이지와 내용 중복, 대체 표현 확인용",mistaken_transfer,procedure,{},"[""MT-009""]","[""착오송금 반환지원의 절차""]","[""MT-009_chunk_000""]","[""https://fins.kdic.or.kr/ir/aplygudn/MtrsGvbkSprtProc/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q057,24,업무질문,착오송금 반환 신청,착오송금 반환 신청,반환지원절차(스토리텔링),절차형,중,신청하면 어떤 순서로 돈을 돌려받게 되나요?,ACTION,PROCEDURE,,일반/미지정,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,"절차 페이지와 내용 중복, 대체 표현 확인용",mistaken_transfer,procedure,{},"[""MT-009""]","[""착오송금 반환지원의 절차""]","[""MT-009_chunk_000""]","[""https://fins.kdic.or.kr/ir/aplygudn/MtrsGvbkSprtProc/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q058,25,업무질문,착오송금 반환 신청,착오송금 반환 신청,관련법령 및 규정,정의형,하,착오송금 반환지원의 법적 근거가 뭔가요?,INFORMATION,LEGAL_BASIS,DEFINITION,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,법령 원문 — 인용 시 저작권/정확성 주의,mistaken_transfer,legal_basis,{},"[""MT-010""]","[""착오송금반환지원 규정"",""착오송금반환지원 시행세칙""]","[""MT-010_chunk_002"",""MT-010_chunk_003""]","[""https://fins.kdic.or.kr/ir/aplygudn/MtrsRelLawoRgul/selectScrn.do""]",TRUE,FALSE,retrieval_candidate_review,Y,질문·섹션·본문 단어 중첩으로 후보를 선정했으므로 팀 검수 필요
Q059,25,업무질문,착오송금 반환 신청,착오송금 반환 신청,관련법령 및 규정,정의형,하,관련 규정을 어디서 볼 수 있나요?,INFORMATION,LEGAL_BASIS,,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,법령 원문 — 인용 시 저작권/정확성 주의,mistaken_transfer,legal_basis,{},"[""MT-010""]","[""착오송금반환지원 규정"",""착오송금반환지원 시행세칙""]","[""MT-010_chunk_002"",""MT-010_chunk_003""]","[""https://fins.kdic.or.kr/ir/aplygudn/MtrsRelLawoRgul/selectScrn.do""]",TRUE,FALSE,retrieval_candidate_review,Y,질문·섹션·본문 단어 중첩으로 후보를 선정했으므로 팀 검수 필요
Q060,26,업무질문,착오송금 반환 신청,착오송금 반환 신청,상황선택(분기화면),대상형,중,저는 잘못 보낸 사람인데 어디서 신청해야 하나요?,ACTION,APPLICATION,,송금인,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,송금인/수취인 분기 인식 여부 검증용,mistaken_transfer,application,"{""user_role"":""sender""}","[""MT-011""]","[""상황선택""]","[""MT-011_chunk_000""]","[""https://fins.kdic.or.kr/ir/aplygudn/MtrsStutChc/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q061,26,업무질문,착오송금 반환 신청,착오송금 반환 신청,상황선택(분기화면),대상형,중,잘못 받은 사람 입장에서는 어떤 메뉴로 가야 하나요?,ACTION,PROCEDURE,,수취인,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,송금인/수취인 분기 인식 여부 검증용,mistaken_transfer,procedure,"{""user_role"":""recipient""}","[""MT-011""]","[""상황선택""]","[""MT-011_chunk_000""]","[""https://fins.kdic.or.kr/ir/aplygudn/MtrsStutChc/selectScrn.do""]",TRUE,FALSE,single_chunk_document,N,상위 문서에 청크가 하나뿐임
Q062,27,업무질문,착오송금 반환 신청,착오송금 반환 신청,방문접수안내,절차형,중,방문 접수는 어디서 하나요?,ACTION,CONTACT_VISIT,,일반/미지정,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,운영시간·본사 주소,mistaken_transfer,contact_or_visit,"{""channel"":""visit""}","[""MT-012""]","[""방문접수 절차""]","[""MT-012_chunk_000""]","[""https://fins.kdic.or.kr/ir/aplygudn/MtrsVstRcptGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q063,27,업무질문,착오송금 반환 신청,착오송금 반환 신청,방문접수안내,절차형,중,본사 운영시간이 어떻게 되나요?,ACTION,CONTACT_VISIT,,일반/미지정,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,운영시간·본사 주소,mistaken_transfer,contact_or_visit,"{""channel"":""visit""}","[""MT-012""]","[""센터 안내""]","[""MT-012_chunk_001""]","[""https://fins.kdic.or.kr/ir/aplygudn/MtrsVstRcptGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q064,28,업무질문,착오송금 반환 신청(송금인),착오송금 반환 신청,유의사항,"조건형, 예외형, 금액형",상,얼마까지 착오송금 반환지원을 신청할 수 있나요?,INFORMATION,AMOUNT_DEADLINE,APPLICATION,송금인,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,대상금액·기간·제외대상·비용률,mistaken_transfer,amount_or_deadline,"{""user_role"":""sender""}","[""MT-013""]","[""반환지원 제외 대상"",""착오송금반환지원 신청 대상""]","[""MT-013_chunk_002"",""MT-013_chunk_000""]","[""https://fins.kdic.or.kr/ir/msdrpr/MsdrprAttnMttr/selectScrn.do""]",TRUE,FALSE,retrieval_candidate_review,Y,질문·섹션·본문 단어 중첩으로 후보를 선정했으므로 팀 검수 필요
Q065,28,업무질문,착오송금 반환 신청(송금인),착오송금 반환 신청,유의사항,"조건형, 예외형, 금액형",상,신청 대상에서 제외되는 경우는 뭔가요?,INFORMATION,ELIGIBILITY_CONDITION,DEFINITION,송금인,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,대상금액·기간·제외대상·비용률,mistaken_transfer,eligibility,"{""user_role"":""sender""}","[""MT-013""]","[""반환지원 제외 대상"",""착오송금반환지원 신청 대상""]","[""MT-013_chunk_002"",""MT-013_chunk_000""]","[""https://fins.kdic.or.kr/ir/msdrpr/MsdrprAttnMttr/selectScrn.do""]",TRUE,FALSE,retrieval_candidate_review,Y,질문·섹션·본문 단어 중첩으로 후보를 선정했으므로 팀 검수 필요
Q066,28,업무질문,착오송금 반환 신청(송금인),착오송금 반환 신청,유의사항,"조건형, 예외형, 금액형",상,비용은 어느 정도 차감되나요?,INFORMATION,AMOUNT_DEADLINE,,송금인,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,대상금액·기간·제외대상·비용률,mistaken_transfer,amount_or_deadline,"{""user_role"":""sender""}","[""MT-013""]","[""반환지원 제외 대상""]","[""MT-013_chunk_002"",""MT-013_chunk_001""]","[""https://fins.kdic.or.kr/ir/msdrpr/MsdrprAttnMttr/selectScrn.do""]",TRUE,FALSE,retrieval_candidate_review,Y,질문·섹션·본문 단어 중첩으로 후보를 선정했으므로 팀 검수 필요
Q067,29,업무질문,착오송금 반환 신청(송금인),착오송금 반환 신청,신청대상여부 확인,조건형,상,제가 반환지원 신청대상인지 어떻게 확인하나요?,ACTION,ELIGIBILITY_CONDITION,,송금인,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,7개 체크리스트 자가진단,mistaken_transfer,eligibility,"{""user_role"":""sender""}","[""MT-014""]",[],[],[],TRUE,FALSE,link_only_not_indexed,N,페이지 ID는 있으나 chunks.jsonl에 청크가 없음 / 일부 gold_document_id는 현재 chunks.jsonl에 미색인
Q068,29,업무질문,착오송금 반환 신청(송금인),착오송금 반환 신청,신청대상여부 확인,조건형,상,신청대상 여부를 체크하는 항목이 몇 개인가요?,INFORMATION,ELIGIBILITY_CONDITION,,송금인,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,7개 체크리스트 자가진단,mistaken_transfer,eligibility,"{""user_role"":""sender""}","[""MT-014""]",[],[],[],TRUE,FALSE,link_only_not_indexed,N,페이지 ID는 있으나 chunks.jsonl에 청크가 없음 / 일부 gold_document_id는 현재 chunks.jsonl에 미색인
Q069,30,업무질문,착오송금 반환 신청,착오송금 반환 신청,착오송금반환지원 신청대상,"금액형, 조건형",상,착오송금 신청 가능한 금액 범위가 어떻게 되나요?,INFORMATION,GENERAL_INFORMATION,,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"금액한도(5만~1억), 신청기한·제외사유",mistaken_transfer,general_information,{},"[""MT-015""]","[""신청 가능한 착오송금 금액 한도가 있나요?""]","[""MT-015_chunk_000""]","[""https://www.kdic.or.kr/sp/kmrs/kmrsItrdAplyTrgt/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q070,30,업무질문,착오송금 반환 신청,착오송금 반환 신청,착오송금반환지원 신청대상,"금액형, 조건형",상,신청기한이 지나면 어떻게 되나요?,INFORMATION,AMOUNT_DEADLINE,,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"금액한도(5만~1억), 신청기한·제외사유",mistaken_transfer,amount_or_deadline,{},"[""MT-015""]","[""언제까지 신청하면 되나요?""]","[""MT-015_chunk_001""]","[""https://www.kdic.or.kr/sp/kmrs/kmrsItrdAplyTrgt/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q071,31,업무질문,채무조정 안내,채무조정 안내,채무조정제도,"정의형, 조건형, 서류형",상,채무조정 신청자격이 어떻게 되나요?,INFORMATION,ELIGIBILITY_CONDITION,,채무자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"신청자격, 불가사유, 구비서류",debt_adjustment,eligibility,"{""user_role"":""debtor""}","[""DA-001""]","[""신청자격 및 구비서류""]","[""DA-001_chunk_001""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtLbltAjmtSyst/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q072,31,업무질문,채무조정 안내,채무조정 안내,채무조정제도,"정의형, 조건형, 서류형",상,채무조정을 신청할 수 없는 경우는 뭔가요?,INFORMATION,ELIGIBILITY_CONDITION,DEFINITION,채무자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"신청자격, 불가사유, 구비서류",debt_adjustment,eligibility,"{""user_role"":""debtor""}","[""DA-001""]","[""신청자격 및 구비서류""]","[""DA-001_chunk_003""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtLbltAjmtSyst/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q073,31,업무질문,채무조정 안내,채무조정 안내,채무조정제도,"정의형, 조건형, 서류형",상,채무조정 신청 시 필요한 서류가 뭔가요?,ACTION,DOCUMENTS,DEFINITION,채무자,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,"신청자격, 불가사유, 구비서류",debt_adjustment,required_documents,"{""user_role"":""debtor""}","[""DA-001""]","[""신청자격 및 구비서류""]","[""DA-001_chunk_002""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtLbltAjmtSyst/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q074,32,업무질문,채무조정 안내,채무조정 안내,채무정보 조회&상담신청,절차형,상,제가 파산금융회사에 채무가 있는지 온라인으로 확인할 수 있나요?,STATUS,STATUS_CHECK,,채무자,STATUS_GUIDE,N,Y,조회 방법 + 조회 페이지 + 개인정보 접근 한계,N,상,,온라인 채무확인·상담신청,debt_adjustment,status_lookup,"{""user_role"":""debtor"",""channel"":""online""}","[""DA-002""]","[""채무 정보 조회""]","[""DA-002_chunk_000""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtLbltInfoInqDscsnAply/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q075,32,업무질문,채무조정 안내,채무조정 안내,채무정보 조회&상담신청,절차형,상,채무조정 상담은 어떻게 신청하나요?,ACTION,APPLICATION,,채무자,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,온라인 채무확인·상담신청,debt_adjustment,application,"{""user_role"":""debtor""}","[""DA-002""]","[""채무조정 상담 신청"",""채무정보 조회 및 채무조정 상담 신청 방법""]","[""DA-002_chunk_001"",""DA-002_chunk_002""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtLbltInfoInqDscsnAply/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q076,33,업무질문,채무조정 안내,채무조정 안내,채무조정(KR&C),"조건형, 서류형, 금액형, 비교형",상,채무조정으로 최대 얼마까지 감면받을 수 있나요?,INFORMATION,AMOUNT_DEADLINE,,채무자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"불가사유, 감면율(최대70~90%), 타기관 비교",debt_adjustment,amount_or_deadline,"{""user_role"":""debtor""}","[""DA-003""]","[""지원내용""]","[""DA-003_chunk_005""]","[""https://www.kdic.or.kr/di/relsite/PbcrKrncLblarb/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
